province_id,longitude,latitude,is_hole
141,129.555,42.378,False
141,129.554,42.378,False
141,129.556,42.378,False
142,129.55,42.374,False
142,129.549,42.374,False
142,129.549,42.375,False
142,129.55,42.374,False
143,129.351,42.407,False
143,129.348,42.406,False
143,129.347,42.406,False
143,129.351,42.407,False
144,129.226,42.349,False
144,129.225,42.349,False
144,129.224,42.35,False
144,129.226,42.349,False
145,129.228,42.346,False
145,129.228,42.347,False
145,129.23,42.345,False
145,129.228,42.346,False
146,129.236,42.343,False
146,129.233,42.344,False
146,129.232,42.344,False
146,129.236,42.343,False
147,129.256,42.329,False
147,129.255,42.328,False
147,129.256,42.329,False
147,129.256,42.329,False
148,129.197,42.319,False
